,designation,description,productid,imageid,prdtypecode,nomimage
36,30 Spots Encastrable Orientable Blanc Avec Gu10 Led De 5w Eqv. 40w Blanc Froid 6000k,<b>Lot de 30 Spots encastrable orientable BLANC avec GU10 LED de 5W &#61; 40W</b> <p><b>Kit contenant: x30 Douilles GU10 &#43; x30 Ampoules GU10 5W &#43; x30 Colerettes Blanche</b></p> <p></p> <p><b>L&#39;Ampoules LED 5W GU10 </b>fait partie d une vaste gamme de lampes d ambiance à LED de longue durée faible consommation et brillamment conçues avec un <b>culot GU10</b> sans avoir à changer votre installation.</p> <p>Avec une remarquable combinaison de technologie haute efficacité et une forme innovante <b>L&#39;Ampoules LED GU10 5W </b>fournit la qualité de lumière que vous attendez.</p> <p>Elle dure jusqu à 25 fois plus longtemps et fournit jusqu à 82 % d économies d énergie.</p> <p>De plus d êtres design <b>l&#39;Ampoules LED GU10 5W </b>à une efficacité de rayonnement pouvant s&#39;étendre jusqu&#39;a 150°. <b>L&#39;Ampoules LED GU10 5W</b> sont les mêmes ou meilleures que les <b>Ampoules E27</b> standards mais elles consomment moins d&#39;énergie.</p> <p>Solution économique et écologique de nouvelle génération utilisation dans les maisons bureaux restaurants hôtels et bâtiments publics.Elle remplace entièrement la lampe incandescence ou halogène standard. </p> <p>Installation facile longue durée de vie.</p> <p></p> <p><b>Avantage:</b></p> <p>- Durée de vie : 25.000 heures<br />- Consomme jusqu à 85 % moins d énergie<br />- Ampoule LED omnidirectionnelle homogène et équilibrée<br />- Allumage instantané</p> <p>L&#39;efficacité énergétique et une longue durée de vie des <b>Ampoules LED GU10</b> engendrent moins de remplacements de lampe en comparaison avec les sources incandescentes et halogènes standards.</p> <p></p> <p></p> <b>Douille en céramique GU10 avec câble gainé 230 Volts - Classe 2</b> <p>Connecteur électrique automatique (pas de vis) avec double connexion pour un montage en parallèle (arrivée pour le spot et départ pour le spot suivant) &#34;Sucre&#34; de protection clipsable Dimensions (longueur x diamètre) &#61; 175 x 30 mm. </p> <p>Conforme aux Normes CE - RoHS - EMC <br /><br />Douille pour ampoule à culot GU10/GZ10 automatique<br />Corps isolant en steatite<br />Fil silicone 075mm²<br />Câble gainé<br />Sucre de protection avec fermeture à clipser ( pas besoin de vis ) amovible.<br />Double connexion pour montage en série clipsable sans besoin de s&#39;aider d&#39;un outil.<br />Longueur 15cm <br />Résistant à 250°C</p> <p></p> <p></p> <b>Collerette Orientable Ronde Blanche </b> <p>Dimensions : diamètre 65mm Perçage d&#39;encastrement : pour 90mm de diamètre total </p> <p>Ce support encastrable blanc est idéale grâce à son centre orientable. Cela permet de diffuser la lumière dans une direction choisie. Son diamètre de 90 mm et le trou de coupe de 65 mm. L&#39;ampoule se place par l&#39;avant très pratique lorsque l&#39;on veut la changer. </p> <p>Sa couleur blanche permet de l&#39;intégrer sans problème à votre plafond blanc ou coloré.</p> <p></p>  <p>Puissance</p>  <p>5W</p>  <p>Douille</p>  <p>GU10</p>  <p>Alimentation</p>  <p>AC175-265V</p>  <p>Flux lumineux</p>  <p>400 Lm</p>  <p>Puissance des LEDs</p>  <p>5W</p>  <p>Fréquence de fonctionnement</p>  <p>50-60Hz</p>  <p>Couleur de la lumière</p>  <p>4500K</p>  <p>Angle de la lumière</p>  <p>110°</p>  <p>Ra</p>  <p>&gt;80</p>  <p>Consommation</p>  <p>5KWh/1000h</p>  <p>Température de fonctionnement</p>  <p>-30°C / &#43;50°C</p>  <p>Matériel</p>  <p>Thermoplastic &#43; Aluminium</p>  <p>Degré de protection</p>  <p>IP20</p>  <p>Taille</p>  <p>?50x57 mm</p>  <p>Poids</p>  <p>0.077 kg</p>  <p>Exploitation</p>  <p>&gt; 25 000 Heures</p> ,3847254406,1264434293,2060.0,image_1264434293_product_3847254406.jpg
67,Happy Halloween Sorcière Accueil Stickers Muraux Amovibles Art Décor Sticker Mural Shen 01,Happy Halloween Sorcière Accueil amovible Wallstickers décor Art Feature: 100% tout neuf et haute. Quantité: 1pc protection non toxique l&#39;environnement imperméable à l&#39;eau Grand pour la décoration d&#39;Halloween Taille: Comme l&#39;image Matière: PVC peut être appliqué sur toute surface lisse telle que mur porte en verre vitre carreaux de céramique dans la cuisine ou salle de bains électroménager  l&#39;air conditionné et le corps de voiture Comment utiliser: Choisissez une surface lisse propre et sec. Peler les autocollants de la feuille une par une position sur l&#39;adhésif d&#39;une surface plane sans les presser de sorte qu&#39;il laisse la possibilité de les retirer et de nouveau repositionner. Si le résultat est satisfaisant pour vous tenez fermement à la surface en appuyant sur les bulles d&#39;air vers l&#39;extérieur. Si elle a des bulles prenez une aiguille pour les ennuyer. Nettoyer la surface lisse avant de coller sur. Contenu de l&#39;emballage: 1xHalloween Wall Sticker,4200117001,1313789346,2060.0,image_1313789346_product_4200117001.jpg
77,Boite A Savons Metal Collection Moulin Rouge Cabaret La Goulue Paris,,684292602,1035262984,2060.0,image_1035262984_product_684292602.jpg
83,Vinyle Autocollant De Mur Stickers Home Decor Chambre Ramadan Kareem Ramadan Islam_C3488,Vinyle autocollant de mur Stickers Home Decor Chambre Ramadan Ramadhan Kareem Islam Caractéristiques: Fait de matériaux PVC protection non-toxiques et l&#39;environnement étanche amovible et réutilisable pour appliquer et à enlever est-il facile d&#39;une décoration élégante maison Vous pouvez l&#39;utiliser décorer le salon chambre à coucher et ainsi onSuitable pour toute surface plane et lisse comme fenêtre mur et céramique etc Matériel: PVC Couleur: Noir Taille: 45 x 150 cm / 1654 × 59.06inch Contenu du coffret: 1 x mur Remarques autocollant: en raison de la lumière et l&#39;écran de réglage différence la couleur de l&#39;élément peut être légèrement différent des images. S&#39;il vous plaît permettre une légère différence de dimension en raison de différentes mesures manuelles.,4213435883,1317732300,2060.0,image_1317732300_product_4213435883.jpg
99,4pcs Haut De Gamme De Vaisselle Couverts En Acier Inoxydable Couverts Fourchette Cuillère,4pcs Set en acier inoxydable Haut de gamme Vaisselle Couverts Couverts Fourchette Cuillère Caractéristiques: 100% Marque New- parties non utilisées Compact et exquis en acier inoxydable de haute qualité Très pratique et pratique et contre la corrosion et anti - oxydation peut être utilisé pendant une longue période en forme de parabole élégante simple corps formes souligne les matières premières de haute qualité L&#39;article est disponible en cinq couleurs: noir argent or or rose multicolore Spécification: matériel: acier inoxydable: multicolore Longueur: cuillère à thé: env. 15cm cuillère soupe: env. 20cm fourchette: env. 19.5cm Couteau: env. 21.5cm Le paquet contient: 1 x Petite cuillère 1 x cuillère soupe 1 x Fourchette 1 x Couteau Note:,3908951214,1262570063,2060.0,image_1262570063_product_3908951214.jpg
121,Motif De Tapisserie De Mode Style Frais Tapisserie Décorative Home Decor 95 × 73cm _Dw11046,Tapestry &amp; nbsp Mode; Motif Style frais tapisserie décorative Home Decor 95 × 73CM Description: couvre-lit bedspraed tenture jet plage pique-nique jet couvre-lit Tenture / couverture de plafond deux pas en plein air nappe couverture Plage / canopy Housse Ces impressions merveilleuses sont une meilleure façon d&#39;ajouter de la couleur à plusieurs à votre lit mur et chambre par conséquent différents tapestrycase peut apporter un style différent de la vie familiale et de la mode Taille: 95x73cm couleur: Multicolor Matériel: tissu polyester &#43; ponçage Remarque: Il est de 2-3% différence en fonction de la mesure manuelle la couleur réelle de l&#39;élément peut être légèrement différent des images montrées sur le site Web causé par de nombreux facteurs tels que la luminosité de votre écran et la luminosité de lumière lorsque la prise de photo forfait comprend: 1 x Tapisserie,4077173787,1287255019,2060.0,image_1287255019_product_4077173787.jpg
123,Rideau Voilage De Fenêtre Décoration Pour Chambre Salon Maison 100*200cm Magideal,<p><b>La description:</b></p><br /><p> Rideau de voile de haute qualité taille: env. 100x200cm / 39.37x78.74 pouces <br /> Conception de rideau en tige excellente exécution avec le design à la mode et la couleur brillante. <br /> Ajouter du style à toutes les fenêtres rendant votre maison extrêmement fascinante et charmante créant une atmosphère confortable et romantique pour vous. <br /> Peut être utilisé comme un rideau de porte un rideau de fenêtre ou un fond pour une vitrine. <br /> Note: Juste une couche de voile n&#39;incluant pas l&#39;épais tissu d&#39;ombrage. Chaque pack est livré avec 1 pièce de rideau pour une fenêtre entière 2 panneaux seront plus beaux. <br /></p><br /><p><b>Le forfait comprend:</b></p><br /><p> 1 pièce rideau <br /></p><br /><p><b>Remarque:</b></p><br /><p> Puisque la taille ci-dessus est mesurée à la main la taille de l&#39;article réel pourrait être légèrement différente de la taille ci-dessus. <br /> En raison des effets d&#39;éclairage des paramètres du moniteur etc. Il peut y avoir une légère différence dans la tonalité de couleur des images et de l&#39;élément réel. <br /></p><br />,4214101388,1319250947,2060.0,image_1319250947_product_4214101388.jpg
168,Figurine Porcelaine Chat Blanc Fleur Papier,,2230071933,1132633996,2060.0,image_1132633996_product_2230071933.jpg
7,Conquérant Sept Cahier Couverture Polypro 240 X 320 Mm 96 Pages 90g Seyès Incolore,CONQUERANT CLASSIQUE Cahier 240 x 320 mm seyès incolorecouverture en Polypro 96 pages agrafé papier de 90 g/m2(400006764),344240059,999581347,2522.0,image_999581347_product_344240059.jpg
15,Zenith Pince Agrafeuse 591 N°10 Coloris Noir,Pince agrafeuse 591 N°10. Capot en ABS. Dispositif anti-blocage. Mécanisme et corps métal. Agrafage : 15 feuilles.  Capacité : 200 agrafes n°10. Profondeur de gorge : 46 mm. Livrée avec 1 boîte d&#39;agrafes n°10. En boite individuelle.,3718150116,1237257586,2522.0,image_1237257586_product_3718150116.jpg
17,Mod Podge Dishwasher Safe Gloss 8oz,,2666371748,1156191369,2522.0,image_1156191369_product_2666371748.jpg
27,Faber-Castell Lot De 3 Crayons De Couleur Polychromos Mine 38mm À L&#39;Huile Vert Emeraude,FABER-CASTELL Crayon de couleur POLYCHROMOS vert émeraudepour artistes hexagonal résistant à l&#39;essuyage et auxintempéries mine craie à l&#39;huile solideépaisseur de mine: 38 mm longueur: 176 mm(110163)couleur: 163,2536863974,1148154575,2522.0,image_1148154575_product_2536863974.jpg
33,Lindner 2365-2115ce Coin Case Nera Xl With 3 Trays And Black Coin Inserts With 90 Rectangular Compartments For Coins/Coin Capsules Up To Ø 38 Mm,Timeless elegance a clear design versatility functionality and most of all a special haptics touch - these are the distinguished features of our NERA series. The grained structure of the material in conjunction with the crÃ¿me colored stitching grants this series its individual character. The graphite colored and padded lining of the lid of each Nera case provides an attractive contrast to the inserts and your coins. The coin trays are covered with a high-quality velour-like surface. Coin case with black grained surface in leather optic and crÃ¿me colored stitching. Graphite colored and padded lining of the lid. With 3 trays and black coin inserts with 30 rectangular compartments. The coin inserts are covered with a high quality velour-like surface. Format: 310 mm x 255 mm x 82 mm. Suitable for coins/coin capsules up to Ø 38 mm.,3817904723,1248853903,2522.0,image_1248853903_product_3817904723.jpg
42,Pilot Mr Stylo Plume Moyenne Design Crocodile Noir/Bleu,Couleur:Crocodile Noir/Bleu. Description du produit: Une touche d'esprit sauvage dans votre écriture. Stylo-Plume Premium avec plume en acier et corps en métal. Rechargeable avec des cartouches DIN standards      Points forts: Rechargeable,824469524,1054895962,2522.0,image_1054895962_product_824469524.jpg
89,Trodat Lot De 5 Cassettes Encreur De Rechange Pour Tampon 6/44045e Violet,K7 encreur de rechange pour tampon 6/44045E VioletPour une utilisation avec les tampons Trodat : 44045,535993293,1023325242,2522.0,image_1023325242_product_535993293.jpg
94,Herma Lot De 5 Protège-Cahiers Format A5 En Pp Bleu Transparent,,2852954663,1168125620,2522.0,image_1168125620_product_2852954663.jpg
97,Carnet De Notes Bloc-Notes Cahierles Yeux En Forme De Fleurs Pourpres Cr¿®Ne Culture Illustration Les Carnets De Travail Classique Sur Support Papier Cadeau Tissu,Taille: En format A5 (144 cm x 21 cm) Caract¿¿ristique: -Excellente durabilit¿¿ avec couverture solide design. 96 pages jaune pale (recto et verso) -Texture de papier de haute qualit¿¿:  ¿¿crire facilement sur et assez ¿¿paisse.,4159071251,1303628870,2522.0,image_1303628870_product_4159071251.jpg
149,Carnet De Notes Bloc-Notes Cahier La Cultureu Journal A5,Taille: En format A5 (144 cm x 21 cm) Caracteristique: -Excellente durabilite avec couverture solide design. 96 pages jaune pale (recto et verso) -Texture de papier de haute qualite:  ecrire facilement sur et assez epaisse.,4164667711,1305110233,2522.0,image_1305110233_product_4164667711.jpg
3,Peluche Donald - Europe - Disneyland 2000 (Marionnette À Doigt),,50418756,457047496,1280.0,image_457047496_product_50418756.jpg
8,Puzzle Scooby-Doo Avec Poster 2x35 Pieces,,4239126071,1325918866,1280.0,image_1325918866_product_4239126071.jpg
21,Glitter Beach Barbie By Barbie,Original Barbie Doll. Contains glitter lotion..,3228900895,1199384348,1280.0,image_1199384348_product_3228900895.jpg
26,Modèle De Voiture 4pcs Alliage Métallique 1.9in Jante De Roue Pour 1/10 Traxxas Trx4 Hsp Scx10 D90 Rc Voiture,4pcs alliage métallique 1.9in jante de roue pour 1/10 Traxxas TRX4 HSP SCX10 D90 RC Car Description: Ces haute qualité moyeux de roue 19 pouces sont en alliage métallique durable et solide. Ils conviennent pour les pneus de 1/10 Traxxas HSP Redcat Tamiya axiale SCX10 D90 Hpi RC 4 roues motrices voiture. Avec sa qualité formidable et la performance il peut répondre aux besoins des utilisateurs. Alors venez prendre la maison excellent choix vous permettra de profiter plus de plaisir. 19 pouces jante de la roue de blocage. En métal et 100% tout neuf et durable. Diamètre extérieur: 54 mm Epaisseur: 25 mm de jante de roue Hex: 15mm Taille du paquet: 115 x 115 x 28 cm Couleur: Noir Poids: 250g Matériel: Métal Package comprend: 4 x moyeu de roue,4137059841,1297749086,1280.0,image_1297749086_product_4137059841.jpg
49,100pcs Premium Bâtons Bracelets Neon Light Glowing Party Favors Rallye Raves 9062 @Cocoworld,100PCS premium Bâtons Bracelets Neon Light Party Favors Glowing Rallye Raves Nous ne proposons pas le choix de la couleur et le style nous vous ferons parvenir le produit au hasard espérons que vous pouvez comprendre Feature: 100% tout neuf et haute. Quantité: 100PCS Couleur: Une variété de mélange de couleur aléatoire Mode d&#39;emploi: doucement seulement une pause le liquide dans les bâtons de Glo-alors mélanger immédiatement tube fluoresce.1 instantanée à l&#39;intérieur de l&#39;articulation a été adaptée faciliter plusieurs extension illimitée aussi peut être transformé en notre coloré une grande variété peut être utilisé pour: concerts salles de danse anniversaire fête mariage fête fête vacances célébration randonnée pédestre camping lieux tels que l&#39;éclairage et la décoration bâtons Glo-appartient à la taille : 05cm X 20cm contenu: 100PCS bâtons lumineux haut de gamme Bracelets Neon Light Party Favors Glowing Rallye Raves,3748234383,1240783666,1280.0,image_1240783666_product_3748234383.jpg
